a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.titlequality	a.titlelowquality	a.linkquality	a.linklowquality	a.commentsnotes	a.rank	m._domain_url	m._ql_title	m._strangexml	m._unkvalue	m._ql_url	m._control
viveca	26	26	ba289de7b935cc605afb7569f25323f8	705http://www.ihsaa.org/	2015-03-20	qlBingPatch	1		1			0	http://www.ihsaa.org/	Baseball	bing-ql.ysec01.ans.xml	4	http://www.ihsaa.org/Sports/Boys/Baseball/tabid/65/Default.aspx	705
viveca	26	26	d348ac7775f372ee2bc3fa101f396f7b	709http://www.ihsaa.org/	2015-03-20	qlBingPatch	1		1			4	http://www.ihsaa.org/	Basketball	bing-ql.ysec01.ans.xml	1	http://www.ihsaa.org/Sports/Boys/Basketball/tabid/66/Default.aspx	709
viveca	26	26	e205fe846cac0dde63e4702a1897a61b	710http://www.ihsaa.org/	2015-03-20	qlBingPatch	1		1			5	http://www.ihsaa.org/	Volleyball	bing-ql.ysec01.ans.xml	6	http://www.ihsaa.org/Sports/Girls/Volleyball/tabid/84/Default.aspx	710
viveca	26	26	e2ac2ed01035fb3bf0f4232a24a96208	706http://www.ihsaa.org/	2015-03-20	qlBingPatch	4		4	Time-sensitive	2012-13 Football State Tournament	1	http://www.ihsaa.org/	Boys	bing-ql.ysec01.ans.xml	5	http://www.ihsaa.org/Sports/Boys/Football/201213/StateTournament/tabid/1293/Default.aspx	706
viveca	40	40	15df8b5b875dd25f9ddc21e88853d14f	602http://www.babosas.com/	2015-03-20	qlBingPatch	5		5			5	http://www.babosas.com/	Seduciendo a Su Hija	bing-ql.ysec01.ans.xml	2	http://www.babosas.com/pagina/seduciendo-a-su-hija	602
viveca	40	40	169488533ec3fcdcd2c9588fadc3b8b0	597http://www.babosas.com/	2015-03-20	qlBingPatch	5		5			0	http://www.babosas.com/	Maduritos En La Cama	bing-ql.ysec01.ans.xml	4	http://www.babosas.com/pagina/maduritos-en-la-cama	597
viveca	40	40	75d0e852bc9b8f8e61fc958c32528149	600http://www.babosas.com/	2015-03-20	qlBingPatch	5		5			3	http://www.babosas.com/	Abusada Inconsciente	bing-ql.ysec01.ans.xml	3	http://www.babosas.com/pagina/abusada-inconsciente	600
viveca	40	40	85a48c700df2d880165600fdee3e84a9	599http://www.babosas.com/	2015-03-20	qlBingPatch	5		5			2	http://www.babosas.com/	Quiero Que Me Grabes	bing-ql.ysec01.ans.xml	6	http://www.babosas.com/pagina/quiero-que-me-grabes	599
viveca	40	40	96ae1b21790e658492f4ec753c6ae9be	601http://www.babosas.com/	2015-03-20	qlBingPatch	5		5			4	http://www.babosas.com/	DâˆšÂ°ndole AL Estilo Perrito	bing-ql.ysec01.ans.xml	5	http://www.babosas.com/pagina/dandole-al-estilo-perrito	601
viveca	40	40	b628b2318d0a1c68811c667e1bfafe7a	598http://www.babosas.com/	2015-03-20	qlBingPatch	5		5			1	http://www.babosas.com/	Desvirgada Por Fin	bing-ql.ysec01.ans.xml	1	http://www.babosas.com/pagina/desvirgada-por-fin	598
viveca	45	45	1483c7ff9e7b5d03cf26c3311691e41a	755http://www.equibase.com/	2015-03-20	qlBingPatch	3	Other	3	Topic too specific	Overnights & Extras	2	http://www.equibase.com/	Overnights With Extras	bing-ql.ysec01.ans.xml	4	http://equibase.com/static/horsemen/horsemenareaON.html?SAP=TN	755
viveca	45	45	28cd7f877274e505ffa5274d37c0a5c0	753http://www.equibase.com/	2015-03-20	qlBingPatch	3	Other	3	Topic too specific	Free Picks	0	http://www.equibase.com/	Get Free Selections	bing-ql.ysec01.ans.xml	5	http://www.equibase.com/products/freepicks2.cfm	753
viveca	45	45	35c4d92180e507566104123002092ec7	756http://www.equibase.com/	2015-03-20	qlBingPatch	1		1			3	http://www.equibase.com/	Entries	bing-ql.ysec01.ans.xml	2	http://www.equibase.com/static/entry/index.html?SAP=TN	756
viveca	45	45	9aa4f2fa64570063a4392ccb050c1a96	758http://www.equibase.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		5	http://www.equibase.com/	Condition Books	bing-ql.ysec01.ans.xml	6	http://equibase.com/static/horsemen/horsemenareaCB.html?SAP=TN	758
viveca	45	45	e5b79fc56c5bf397d68aa8204dfc76ed	757http://www.equibase.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		4	http://www.equibase.com/	Workouts	bing-ql.ysec01.ans.xml	3	http://www.equibase.com/static/workout/index.html	757
viveca	45	45	fb1aa0fa4c24d1fafb7b0a78f3a7d8ac	754http://www.equibase.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		1	http://www.equibase.com/	Full Charts	bing-ql.ysec01.ans.xml	1	http://www.equibase.com/static/chart/pdf/index.html?SAP=TN	754
viveca	58	58	1c01dbb7b0966fbe31bb8828d0feb820	410http://flvs.net/	2015-03-20	qlBingPatch	1		2			2	http://flvs.net/	Courses	bing-ql.ysec01.ans.xml	4	http://www.flvs.net/areas/flvscourses/Pages/default.aspx	410
viveca	58	58	75100c7e5ef487e188b0ebab5cbc1332	408http://flvs.net/	2015-03-20	qlBingPatch	1		1			0	http://flvs.net/	Contact Us	bing-ql.ysec01.ans.xml	6	http://www.flvs.net/areas/contactus/Pages/default.aspx	408
viveca	58	58	9ba1d003987eb5d5c37b0460805930ed	411http://flvs.net/	2015-03-20	qlBingPatch	1		1			3	http://flvs.net/	Login	bing-ql.ysec01.ans.xml	1	http://www.flvs.net/myFLVS/Pages/myFLVS.aspx	411
viveca	58	58	abc50700338cec72ad6299a5e4818494	412http://flvs.net/	2015-03-20	qlBingPatch	4	Irrelevant	3	Topic too specific	How does FLVS work?	4	http://flvs.net/	Parents	bing-ql.ysec01.ans.xml	5	http://www.flvs.net/parents/Pages/how-it-works.aspx	412
viveca	58	58	efb2d22b51943560cb9fee57ac47d318	413http://flvs.net/	2015-03-20	qlBingPatch	1		3	Topic too specific		5	http://flvs.net/	Careers	bing-ql.ysec01.ans.xml	3	http://jobs.flvs.net/	413
viveca	58	58	fb43b6d0ccce32fd536161b244683ca2	409http://flvs.net/	2015-03-20	qlBingPatch	4	Irrelevant	2		Login	1	http://flvs.net/	<b>Virtual</b>	bing-ql.ysec01.ans.xml	2	https://vsa.flvs.net/	409
viveca	61	61	1795908fe4073e2928baafc39c7e2423	256http://www.rajtamil.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		3	http://www.rajtamil.com/	Sun TV Show	bing-ql.ysec01.ans.xml	5	http://www.rajtamil.com/2015/01/anegan-sirappu-munnottam-26-01-2015-sun-tv-show-republic-day-special/	256
viveca	61	61	21076b81d1f920fac7fc28b941d71a22	253http://www.rajtamil.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		0	http://www.rajtamil.com/	Sun TV Serials	bing-ql.ysec01.ans.xml	2	http://www.rajtamil.com/category/sun-tv-serials/	253
viveca	61	61	2f93456b393d2513356d5589e931430f	254http://www.rajtamil.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		1	http://www.rajtamil.com/	Vijay TV Serial	bing-ql.ysec01.ans.xml	3	http://www.rajtamil.com/2015/01/office-30-01-2015-vijay-tv-serial/	254
viveca	61	61	51a1145742450060f881dd4299cc4547	257http://www.rajtamil.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		4	http://www.rajtamil.com/	Vijay TV Shows	bing-ql.ysec01.ans.xml	4	http://www.rajtamil.com/category/vijay-tv-shows/	257
viveca	61	61	83384c3b191576b3934926861618f62b	258http://www.rajtamil.com/	2015-03-20	qlBingPatch	5		5		Empty page	5	http://www.rajtamil.com/	Live Cricket	bing-ql.ysec01.ans.xml	6	http://www.rajtamil.com/category/live-cricket/	258
viveca	61	61	d4681f61be38f1ac1e9ef63403f8ec6c	255http://www.rajtamil.com/	2015-03-20	qlBingPatch	1		1			2	http://www.rajtamil.com/	Movies	bing-ql.ysec01.ans.xml	1	http://www.rajtamil.com/category/movies/	255
viveca	67	67	0f52be854ea16105a6f3ce3214db1bd5	644http://www.lobstertube.com/	2015-03-20	qlBingPatch	3	Too long	3	Topic too specific	Young (18-25)	5	http://www.lobstertube.com/	Young (18-25) Sex	bing-ql.ysec01.ans.xml	6	http://www.lobstertube.com/Young-(18-25)-sex/5762-1/page0/	644
viveca	67	67	36e95dc29b095e86caedd2320882d5cd	641http://www.lobstertube.com/	2015-03-20	qlBingPatch	5		5		Error: Empty URL	2	http://www.lobstertube.com/	VIDEO ONE	bing-ql.ysec01.ans.xml	1	http://www.lobstertube.com/cgi-bin/atx/out.cgi?id=1141&amp;trade=http://video-one.com	641
viveca	67	67	4ee1715a687e104d4122cf90ba9b9923	639http://www.lobstertube.com/	2015-03-20	qlBingPatch	5		5		Error: Empty URL	0	http://www.lobstertube.com/	Tube Trooper	bing-ql.ysec01.ans.xml	5	http://www.lobstertube.com/cgi-bin/atx/out.cgi?id=195&amp;trade=http://www.tubetrooper.com	639
viveca	67	67	69a7186b9a1a9bc0d8f8b975432cf6c2	643http://www.lobstertube.com/	2015-03-20	qlBingPatch	1		1			4	http://www.lobstertube.com/	Popular Movies	bing-ql.ysec01.ans.xml	3	http://www.lobstertube.com/search/	643
viveca	67	67	c1116f6221a68663a8353a96d3040281	642http://www.lobstertube.com/	2015-03-20	qlBingPatch	3		4	Topic too specific	Wife, Wifey, Wives Sex	3	http://www.lobstertube.com/	Wife, Wifey Sex	bing-ql.ysec01.ans.xml	2	http://www.lobstertube.com/Wife-sex/5756-1/page0/	642
viveca	67	67	eba4d01220a8761c61939eb414fc9114	640http://www.lobstertube.com/	2015-03-20	qlBingPatch	5		5		Error: Empty URL	1	http://www.lobstertube.com/	Monica&#39;s Tube	bing-ql.ysec01.ans.xml	4	http://www.lobstertube.com/cgi-bin/atx/out.cgi?id=713&amp;trade=http://www.monicastube.com	640
viveca	81	81	0c9f2bee5f30d4ef795ebde9f8ed14a2	987http://www.bhaskar.com/	2015-03-20	qlBingPatch	5		5			0	http://www.bhaskar.com/	E-paper	bing-ql.ysec01.ans.xml	1	http://epaper.bhaskar.com/	987
viveca	81	81	767a88c7d11ea4d380fa1f0ed01acbb4	988http://www.bhaskar.com/	2015-03-20	qlBingPatch	5		5			1	http://www.bhaskar.com/	National News	bing-ql.ysec01.ans.xml	4	http://www.bhaskar.com/national/	988
viveca	81	81	aba64a85e21b0a7c2f4c31d41a7b6574	991http://www.bhaskar.com/	2015-03-20	qlBingPatch	5		5			4	http://www.bhaskar.com/	Breaking News	bing-ql.ysec01.ans.xml	6	http://www.bhaskar.com/breaking-news/	991
viveca	81	81	c2678432f1e5aecde3f3d02d78ab8c22	992http://www.bhaskar.com/	2015-03-20	qlBingPatch	5		5			5	http://www.bhaskar.com/	Rajasthan	bing-ql.ysec01.ans.xml	2	http://www.bhaskar.com/rajasthan/	992
viveca	81	81	ca5927f0464a15f9ff0ef2ab4a580e8c	990http://www.bhaskar.com/	2015-03-20	qlBingPatch	5		5			3	http://www.bhaskar.com/	State Hindi News	bing-ql.ysec01.ans.xml	5	http://www.bhaskar.com/state/	990
viveca	81	81	dabd5dbd1d61db8f9bb1594e0bd1eb60	989http://www.bhaskar.com/	2015-03-20	qlBingPatch	5		5			2	http://www.bhaskar.com/	Madhya Pradesh News	bing-ql.ysec01.ans.xml	3	http://www.bhaskar.com/mp/?FN-MP=	989
viveca	88	88	4d20be8b9201e6395f9ad7704127fd42	51http://www.wellsfargodealerservices.com/	2015-03-20	qlBingPatch	1		2			2	http://www.wellsfargodealerservices.com/	Sign In	bing-ql.ysec01.ans.xml	2	https://eservices.wellsfargodealerservices.com/	51
viveca	88	88	5516195de2fc3a3749bacec2363217c9	50http://www.wellsfargodealerservices.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		1	http://www.wellsfargodealerservices.com/	Automatic Loan Payment	bing-ql.ysec01.ans.xml	5	http://www.wellsfargodealerservices.com/Consumers/CustomerService/AutomaticLoanPayment/default.asp	50
viveca	88	88	85d1dbb8cc0d525b1a07c8431e656244	49http://www.wellsfargodealerservices.com/	2015-03-20	qlBingPatch	1		1			0	http://www.wellsfargodealerservices.com/	Customer Service	bing-ql.ysec01.ans.xml	3	http://www.wellsfargodealerservices.com/Consumers/CustomerService/default.asp	49
viveca	88	88	9ee74dc84dd60e6b38f7acdfe555f2e7	53http://www.wellsfargodealerservices.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		4	http://www.wellsfargodealerservices.com/	Auto Financing	bing-ql.ysec01.ans.xml	6	http://www.wellsfargodealerservices.com/Dealers/AutoFinancing/default.asp	53
viveca	88	88	c904529d787d3c16574ba6fd72bf721b	52http://www.wellsfargodealerservices.com/	2015-03-20	qlBingPatch	1		3			3	http://www.wellsfargodealerservices.com/	Account <b>Services</b>	bing-ql.ysec01.ans.xml	4	http://www.wellsfargodealerservices.com/Consumers/CustomerService/AccountServices/default.asp	52
viveca	88	88	f5b0f1139f15c1ac947a6088db214af8	54http://www.wellsfargodealerservices.com/	2015-03-20	qlBingPatch	1		2			5	http://www.wellsfargodealerservices.com/	eServices	bing-ql.ysec01.ans.xml	1	http://www.wellsfargodealerservices.com/Consumers/CustomerService/eServices/default.asp	54
viveca	107	107	48b8986ac266a6fcda04b6330bffb6ea	346http://xfinity.comcast.net/	2015-03-20	qlBingPatch	5		5		Unable to determine	3	http://xfinity.comcast.net/	<b>XFINITY </b>Connect	bing-ql.ysec01.ans.xml	2	http://web.mail.comcast.net/zimbra/mail?app=mail	346
viveca	107	107	4d81f695228549d0ff9db2e50b24cbb4	347http://xfinity.comcast.net/	2015-03-20	qlBingPatch	4	Other	3	Topic too specific	Calendar	4	http://xfinity.comcast.net/	Sign-in	bing-ql.ysec01.ans.xml	1	http://calendar.comcast.net/	347
viveca	107	107	4ddf46ff143afa9157011afe0a95d29e	348http://xfinity.comcast.net/	2015-03-20	qlBingPatch	3	Other	1		Sign In	5	http://xfinity.comcast.net/	Account	bing-ql.ysec01.ans.xml	3	https://login.comcast.net/account	348
viveca	107	107	833d6201e088db19fde146bdcdebb34a	344http://xfinity.comcast.net/	2015-03-20	qlBingPatch	3	Too long	3	Topic too specific	Webmail	1	http://xfinity.comcast.net/	<b>Comcast</b>.net Webmail	bing-ql.ysec01.ans.xml	5	http://xfinity.comcast.net/webmail/bin/	344
viveca	107	107	e79dac0aab42ab6a7c269065ae1a7f57	343http://xfinity.comcast.net/	2015-03-20	qlBingPatch	4	Too long	1		Watch Online	0	http://xfinity.comcast.net/	Watch 1000S of TV Shows	bing-ql.ysec01.ans.xml	4	http://xfinitytv.comcast.net/	343
viveca	107	107	eaabb1b75c6815c4f4c6c1db146e72fe	345http://xfinity.comcast.net/	2015-03-20	qlBingPatch	3	Too long	1		TV Listings	2	http://xfinity.comcast.net/	View All TV Listings	bing-ql.ysec01.ans.xml	6	http://xfinitytv.comcast.net/tv-listings	345
viveca	113	113	16890f13c7ef446c2156e5a0fe77d011	334http://newsok.com/	2015-03-20	qlBingPatch	2		3	Topic too specific	Better: Obituaries	3	http://newsok.com/	Obits	bing-ql.ysec01.ans.xml	2	http://newsok.com/news/obits	334
viveca	113	113	51ee404210e5daed360e9e892cc2a292	335http://newsok.com/	2015-03-20	qlBingPatch	1		2			4	http://newsok.com/	Classifieds	bing-ql.ysec01.ans.xml	5	http://newsok.com/classifieds	335
viveca	113	113	6c69e2527b71dcd370f6e41ec74f0498	336http://newsok.com/	2015-03-20	qlBingPatch	1		1			5	http://newsok.com/	News	bing-ql.ysec01.ans.xml	4	http://newsok.com/news	336
viveca	113	113	a87f30129ba94c289808069b7ca7dd72	333http://newsok.com/	2015-03-20	qlBingPatch	1		2			2	http://newsok.com/	Weather	bing-ql.ysec01.ans.xml	6	http://newsok.com/weather	333
viveca	113	113	b58ebc19ed85c4c874191c2758b2fd82	331http://newsok.com/	2015-03-20	qlBingPatch	1		3	Topic too specific		0	http://newsok.com/	OU Sooners	bing-ql.ysec01.ans.xml	3	http://newsok.com/sports/ou	331
viveca	113	113	df8c92af29d36ae56d147516ef8d0ee1	332http://newsok.com/	2015-03-20	qlBingPatch	1		1			1	http://newsok.com/	Sports	bing-ql.ysec01.ans.xml	1	http://newsok.com/sports	332
viveca	120	120	42f2abde509a0e6ddd72bff21ac16519	922http://www.gsmarena.com/	2015-03-20	qlBingPatch	1		1			5	http://www.gsmarena.com/	Apple	bing-ql.ysec01.ans.xml	6	http://www.gsmarena.com/apple-phones-48.php	922
viveca	120	120	50b591f8aeeaebf334dc4ec2b12bf3b4	918http://www.gsmarena.com/	2015-03-20	qlBingPatch	1		1			1	http://www.gsmarena.com/	Nokia	bing-ql.ysec01.ans.xml	2	http://www.gsmarena.com/nokia-phones-1.php	918
viveca	120	120	67f30bc663a5a44a29581a7bf25886ce	921http://www.gsmarena.com/	2015-03-20	qlBingPatch	1		1			4	http://www.gsmarena.com/	LG	bing-ql.ysec01.ans.xml	5	http://www.gsmarena.com/lg-phones-20.php	921
viveca	120	120	6d622390114fa1696736eb36d955acb4	920http://www.gsmarena.com/	2015-03-20	qlBingPatch	1		1			3	http://www.gsmarena.com/	Samsung	bing-ql.ysec01.ans.xml	1	http://www.gsmarena.com/samsung-phones-9.php	920
viveca	120	120	c61f5e0b4072613c4912509fc4d347cf	919http://www.gsmarena.com/	2015-03-20	qlBingPatch	1		1			2	http://www.gsmarena.com/	HTC	bing-ql.ysec01.ans.xml	4	http://www.gsmarena.com/htc-phones-45.php	919
viveca	120	120	ff07297cd78a9c107abcf7dc8ef8db7f	917http://www.gsmarena.com/	2015-03-20	qlBingPatch	1		1			0	http://www.gsmarena.com/	Sony	bing-ql.ysec01.ans.xml	3	http://www.gsmarena.com/sony-phones-7.php	917
viveca	140	140	3425e59d9465727b9b2519b134df73ce	647http://www.cartalk.com/	2015-03-20	qlBingPatch	1		2			2	http://www.cartalk.com/	Mechanics Files	bing-ql.ysec01.ans.xml	2	http://www.cartalk.com/mechanics-files	647
viveca	140	140	9baabea8843e2140da4dbeb602118f44	646http://www.cartalk.com/	2015-03-20	qlBingPatch	1		1			1	http://www.cartalk.com/	<b>Car </b>Info	bing-ql.ysec01.ans.xml	3	http://www.cartalk.com/content/car-info	646
viveca	140	140	9d5e790807d7c531dbbe0027ede57132	645http://www.cartalk.com/	2015-03-20	qlBingPatch	1		1			0	http://www.cartalk.com/	Our Show	bing-ql.ysec01.ans.xml	1	http://www.cartalk.com/content/our-show	645
viveca	140	140	a603aeccfef0c72523786bef286c2bf6	648http://www.cartalk.com/	2015-03-20	qlBingPatch	2	Bad capitalization	2		Get the Podcast	3	http://www.cartalk.com/	Get The Podcast	bing-ql.ysec01.ans.xml	6	http://www.cartalk.com/content/show-podcast	648
viveca	140	140	ae1b92f77778e358ad946457f6fe9577	649http://www.cartalk.com/	2015-03-20	qlBingPatch	4	Irrelevant	2		Dear Car Talk	4	http://www.cartalk.com/	Tom & Ray	bing-ql.ysec01.ans.xml	5	http://www.cartalk.com/blogs/dear-car-talk	649
viveca	140	140	baf2ed5e36343f8e34e5d6cef3ea8b1b	650http://www.cartalk.com/	2015-03-20	qlBingPatch	1		1			5	http://www.cartalk.com/	Puzzler	bing-ql.ysec01.ans.xml	4	http://www.cartalk.com/content/puzzlers	650
viveca	153	153	69deb4660a8394dc6b2c055763a49f48	1080http://www.backpage.com/	2015-03-20	qlBingPatch	1		2			3	http://www.backpage.com/	Phoenix	bing-ql.ysec01.ans.xml	3	http://phoenix.backpage.com/	1080
viveca	153	153	7351298e5acfc6497c31f2f6edd3e432	1079http://www.backpage.com/	2015-03-20	qlBingPatch	1		2			2	http://www.backpage.com/	Dallas	bing-ql.ysec01.ans.xml	5	http://dallas.backpage.com/	1079
viveca	153	153	74a0f28e92d37d371cbae61b24731474	1078http://www.backpage.com/	2015-03-20	qlBingPatch	1		2			1	http://www.backpage.com/	Las Vegas	bing-ql.ysec01.ans.xml	2	http://lasvegas.backpage.com/	1078
viveca	153	153	b4624d3422c9aa4a4c51267e79bf2fe6	1081http://www.backpage.com/	2015-03-20	qlBingPatch	1		2			4	http://www.backpage.com/	Chicago	bing-ql.ysec01.ans.xml	6	http://chicago.backpage.com/	1081
viveca	153	153	c375f39d3e2aae1570cc6fa3d58d7009	1077http://www.backpage.com/	2015-03-20	qlBingPatch	1		2			0	http://www.backpage.com/	Los Angeles	bing-ql.ysec01.ans.xml	1	http://losangeles.backpage.com/	1077
viveca	153	153	c963cd6b42e8dd6099c2c4e42447bf27	1082http://www.backpage.com/	2015-03-20	qlBingPatch	1		2			5	http://www.backpage.com/	San Antonio	bing-ql.ysec01.ans.xml	4	http://sanantonio.backpage.com/	1082
viveca	158	158	3985dfb1eeb6647f2d482f73b29e5a70	1016http://www.nc-educationlottery.org/	2015-03-20	qlBingPatch	1		1			5	http://www.nc-educationlottery.org/	Winning Numbers	bing-ql.ysec01.ans.xml	4	http://www.nc-educationlottery.org/games.aspx	1016
