a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
swarnes	1023	1023	42e7aaa88b48137a16a1acd04ed91125	415	2015-10-26	QueryPair_qbert	Fair		0	cato fashions	415	chicos clothing	cato fashions
swarnes	1028	1028	c8ffe9a587b126f152ed3d89a146b445	124	2015-10-26	QueryPair_qbert	Good		0	spell check	124	how do you spell a word	spell check
swarnes	1048	1048	1f36c15d6a3d18d52e8d493bc8187cb9	1985	2015-10-26	QueryPair_qbert	Good		0	legal shield	1985	prepaid legal customer service	legal shield
swarnes	1078	1078	a4d2f0d23dcc84ce983ff9157f8b7f88	1215	2015-10-26	QueryPair_qbert	Good		0	pro care cool mist humidifier	1215	best small humidifiers	pro care cool mist humidifier
swarnes	1084	1084	851300ee84c2b80ed40f51ed26d866fc	1730	2015-10-26	QueryPair_qbert	Good		0	paddington bear	1730	paddington bear movie	paddington bear
swarnes	1090	1090	a8abb4bb284b5b27aa7cb790dc20f80b	440	2015-10-26	QueryPair_qbert	Fair		0	temperature conversion	440	fever temperature chart	temperature conversion
swarnes	1090	1090	e5f6ad6ce374177eef023bf5d0c018b6	573	2015-10-26	QueryPair_qbert	Good		1	temperature conversion	573	temperature meter	temperature conversion
swarnes	1090	1090	fed33392d3a48aa149a87a38b875ba4a	1004	2015-10-26	QueryPair_qbert	Good		2	temperature conversion	1004	temperature measurement	temperature conversion
swarnes	1098	1098	3fab5890d8113d0b5a4178201dc842ad	1803	2015-10-26	QueryPair_qbert	Fair		0	meade telescopes	1803	telescopes dobsonian	meade telescopes
swarnes	11	11	e1d5be1c7f2f456670de3d53c7b54f4a	1243	2015-10-26	QueryPair_qbert	Excellent		0	uc application	1243	uc college application	uc application
swarnes	1106	1106	539fd53b59e3bb12d203f45a912eeaf2	237	2015-10-26	QueryPair_qbert	Good		0	oregon football	237	oregon duck sports	oregon football
swarnes	1113	1113	0e3a37aa85a14e359df74fa77eded3f6	1369	2015-10-26	QueryPair_qbert	Fair		0	vogue wigs	1369	raquel welch wigs	vogue wigs
swarnes	1130	1130	33ebd5b07dc7e407752fe773eed20635	1341	2015-10-26	QueryPair_qbert	Good		0	tommy hilfiger outlet	1341	tommy hilfiger shoes	tommy hilfiger outlet
swarnes	1166	1166	a1d50185e7426cbb0acad1e6ca74b9aa	1147	2015-10-26	QueryPair_qbert	Excellent		0	tulane university	1147	tulane university online	tulane university
swarnes	1175	1175	14d9e8007c9b41f57891c48e07c23f57	1395	2015-10-26	QueryPair_qbert	Excellent		0	millet	1395	millett grain	millet
swarnes	122	122	b2dd140336c9df867c087a29b2e66034	1555	2015-10-26	QueryPair_qbert	Fair		0	rock bands	1555	rock band wristbands	rock bands
swarnes	1222	1222	3cec07e9ba5f5bb252d13f5f431e4bbb	247	2015-10-26	QueryPair_qbert	Good		0	passion fruit	247	fruits passion	passion fruit
swarnes	1249	1249	1f1baa5b8edac74eb4eaa329f14a0361	1807	2015-10-28	QueryPair_qbert	Good		0	gps	1807	gps unit	gps
swarnes	126	126	4a213d37242bdcad8e7300e202e7caa4	1130	2015-10-26	QueryPair_qbert	Good		0	under armour	1130	under armour shoes	under armour
swarnes	1283	1283	204da255aea2cd4a75ace6018fad6b4d	1547	2015-10-26	QueryPair_qbert	Fair		0	leonardo da vinci	1547	hotel leonardo da vinci florence	leonardo da vinci
swarnes	1285	1285	49ad23d1ec9fa4bd8d77d02681df5cfa	1854	2015-10-26	QueryPair_qbert	Good		0	colleges	1854	colleges online	colleges
swarnes	1290	1290	a14ac55a4f27472c5d894ec1c3c743d2	1610	2015-10-26	QueryPair_qbert	Good		0	audi a4	1610	a4 cabriolet	audi a4
swarnes	1310	1310	88ae6372cfdc5df69a976e893f4d554b	761	2015-10-26	QueryPair_qbert	Good		0	sam moon	761	sam moon trading co	sam moon
swarnes	1316	1316	9be40cee5b0eee1462c82c6964087ff9	365	2015-10-26	QueryPair_qbert	Good		0	onesie for adults	365	adult pajamas	onesie for adults
swarnes	1323	1323	10a5ab2db37feedfdeaab192ead4ac0e	691	2015-10-26	QueryPair_qbert	Excellent		0	ohio university	691	ohio university online	ohio university
swarnes	1356	1356	3644a684f98ea8fe223c713b77189a77	200	2015-10-26	QueryPair_qbert	Good		0	topshop	200	topshop shoes	topshop
swarnes	1356	1356	ba3866600c3540f67c1e9575e213be0a	732	2015-10-26	QueryPair_qbert	Fair		1	topshop	732	top shops	topshop
swarnes	1357	1357	f4552671f8909587cf485ea990207f3b	847	2015-10-26	QueryPair_qbert	Excellent		0	orileys parts	847	o reilly auto parts online	orileys parts
swarnes	1358	1358	e5a4d6bf330f23a8707bb0d6001dfbe8	1770	2015-10-26	QueryPair_qbert	Good		0	galaxy	1770	samsung galaxy 4 phone	galaxy
swarnes	1368	1368	ab817c9349cf9c4f6877e1894a1faa00	467	2015-10-26	QueryPair_qbert	Excellent		0	barnes and noble bookstore locations	467	barnes and noble store	barnes and noble bookstore locations
swarnes	1368	1368	7380ad8a673226ae47fce7bff88e9c33	497	2015-10-26	QueryPair_qbert	Excellent		1	barnes and noble bookstore locations	497	barnes noble	barnes and noble bookstore locations
swarnes	1378	1378	f7cade80b7cc92b991cf4d2806d6bd78	1210	2015-10-26	QueryPair_qbert	Fair	very low fair	0	spanish dictionary	1210	free rosetta stone cd	spanish dictionary
swarnes	1384	1384	9fdb62f932adf55af2c0e09e55861964	1900	2015-10-26	QueryPair_qbert	Good		0	ut football	1900	ut football texas	ut football
swarnes	1387	1387	a597e50502f5ff68e3e25b9114205d4a	194	2015-10-26	QueryPair_qbert	Good		0	flapper costumes	194	flapper dresses	flapper costumes
swarnes	1390	1390	f3f1b7fc5a8779a9e618e1f23a7b7860	1316	2015-10-26	QueryPair_qbert	Excellent		0	where can i buy dry ice	1316	where to purchase dry ice	where can i buy dry ice
swarnes	1418	1418	ab2b41c63853f0a651ba9fbf502b0cd8	1734	2015-10-26	QueryPair_qbert	Fair		0	sexy black dress	1734	bridesmaid dresses	sexy black dress
