a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
swarnes	1	1	02a32ad2669e6fe298e607fe7cc0e1a0	841	2015-10-19	QueryPair_bucketrewrite	Excellent		0	tmnt games	841	ninja turtles games	tmnt games
swarnes	1006	1006	30bb3825e8f631cc6075c0f87bb4978c	589	2015-10-22	QueryPair_bucketrewrite	Good		0	boston bruins	589	boston bruins online	boston bruins
swarnes	1006	1006	08b255a5d42b89b0585260b6f2360bdd	590	2015-10-22	QueryPair_bucketrewrite	Good		1	boston bruins	590	boston bruins tee	boston bruins
swarnes	1007	1007	9766527f2b5d3e95d4a733fcfb77bd7e	165	2015-10-19	QueryPair_bucketrewrite	Good		0	sweater coat	165	sweater jackets	sweater coat
swarnes	1019	1019	addfa9b7e234254d26e9c7f2af1005cb	855	2015-10-19	QueryPair_bucketrewrite	Good		0	stainless steel appliances	855	stainless steel range	stainless steel appliances
swarnes	102	102	c3992e9a68c5ae12bd18488bc579b30d	602	2015-10-19	QueryPair_bucketrewrite	Excellent		0	24 hour pharmacy near me	602	24 hr pharmacy near me	24 hour pharmacy near me
swarnes	1021	1021	d67d8ab4f4c10bf22aa353e27879133c	39	2015-10-19	QueryPair_bucketrewrite	Excellent		0	iphone 6 plus cases	39	iphone 6s plus case	iphone 6 plus cases
swarnes	1027	1027	d82c8d1619ad8176d665453cfb2e55f0	53	2015-10-19	QueryPair_bucketrewrite	Excellent		0	famous paintings	53	famous art paintings	famous paintings
swarnes	1034	1034	9a1158154dfa42caddbd0694a4e9bdc8	52	2015-10-20	QueryPair_bucketrewrite	Excellent		0	sears online payment	52	sears payment online	sears online payment
swarnes	1045	1045	959a557f5f6beb411fd954f3f34b21c3	766	2015-10-19	QueryPair_bucketrewrite	Excellent		0	nerf guns	766	all nerf guns	nerf guns
swarnes	1055	1055	28267ab848bcf807b2ed53c3a8f8fc8a	799	2015-10-20	QueryPair_bucketrewrite	Excellent		0	grease pink ladies	799	pink lady grease	grease pink ladies
swarnes	1065	1065	ef0d3930a7b6c95bd2b32ed45989c61f	299	2015-10-20	QueryPair_bucketrewrite	Fair		0	csu football schedule	299	colorado football schedule	csu football schedule
swarnes	1067	1067	184260348236f9554fe9375772ff966e	1139	2015-10-22	QueryPair_bucketrewrite	Fair		0	new moon calendar 2015	1139	new moon calendar 2014	new moon calendar 2015
swarnes	1082	1082	9431c87f273e507e6040fcb07dcb4509	452	2015-10-20	QueryPair_bucketrewrite	Good		0	cheapest canvas prints	452	cheap canvas art prints	cheapest canvas prints
