a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
swarnes	1011	1011	b427426b8acd2c2e53827970f2c2f526	2455	2015-08-17	QueryPair2K081415	Excellent		0	all las vegas tours	2455	las vagas tours	all las vegas tours
swarnes	1024	1024	82489c9737cc245530c7a6ebef3753ec	794	2015-08-17	QueryPair2K081415	Excellent		0	australia tour	794	australia tours	australia tour
swarnes	1030	1030	74db120f0a8e5646ef5a30154e9f6deb	228	2015-08-17	QueryPair2K081415	Bad	can be a different city in a number of states, q2 isn t clear in that sense	0	springfield va hotels	228	springfield hotels	springfield va hotels
swarnes	1032	1032	d68a18275455ae3eaa2c291eebb46e6d	1987	2015-08-17	QueryPair2K081415	Good		0	cheap hotels kuala lumpur	1987	cheap hotels kuala lumpur airport	cheap hotels kuala lumpur
swarnes	1033	1033	b73dfe25b4b8714c029b37a6ad3006fa	620	2015-08-17	QueryPair2K081415	Good		0	mexico beach vacations	620	mexico beach vacation rentals	mexico beach vacations
swarnes	1044	1044	23af4b45f1e166141a790d1a3126e77a	2353	2015-08-17	QueryPair2K081415	Good		0	b b new york city	2353	manhattan b b	b b new york city
swarnes	1047	1047	847cc55b7032108eee6dd897f3bca8a5	857	2015-08-17	QueryPair2K081415	Good		0	name your own price	857	name your own price cheap	name your own price
swarnes	1052	1052	2cd4e8a2ce081c3d7c32c3cde4312ef7	2095	2015-08-17	QueryPair2K081415	Excellent		0	cheapest car rental denver	2095	cheap car rental denver colorado	cheapest car rental denver
swarnes	1062	1062	99c5e07b4d5de9d18c350cdf64c5aa3d	567	2015-08-17	QueryPair2K081415	Bad	different location	0	bed breakfast northern california	567	bed and breakfast toscana	bed breakfast northern california
swarnes	1079	1079	4aecfbe5d21e3f7912bf8eb29124423a	2207	2015-08-17	QueryPair2K081415	Fair		0	short cruises los angeles	2207	vacation los angeles cruise	short cruises los angeles
swarnes	1086	1086	995665640dc319973d3173a74a03860c	1279	2015-08-17	QueryPair2K081415	Good		0	flamingo hotel las vegas reservations	1279	flamingo hotel las vegas	flamingo hotel las vegas reservations
swarnes	1108	1108	4ea06fbc83cdd0a06020c35d50e1e89a	770	2015-08-17	QueryPair2K081415	Good		0	residence inn bellevue wa	770	residence inn hotel seattle bellevue washington	residence inn bellevue wa
swarnes	1127	1127	e139c454239bfde741e893edb46a06cc	2421	2015-08-17	QueryPair2K081415	Fair		0	one way travel deals	2421	ome travel deals	one way travel deals
swarnes	113	113	50905d7b2216bfeccb5b41016357176b	1314	2015-08-18	QueryPair2K081415	Good		0	ft myers rentals	1314	ft myers condos	ft myers rentals
swarnes	1134	1134	38db3aed920cf82ab059bfccbd02be6a	246	2015-08-17	QueryPair2K081415	Good		0	hampton inn belleville michigan	246	hampton inn belleville mi rates	hampton inn belleville michigan
swarnes	1136	1136	06eb61b839a0cefee4967c67ccb099dc	310	2015-08-17	QueryPair2K081415	Excellent		0	spokane car rentals airport	310	spokane international airport car rentals	spokane car rentals airport
swarnes	1156	1156	8df707a948fac1b4a0f97aa554886ec8	715	2015-08-17	QueryPair2K081415	Good		0	jet blue airlines	715	jet blue sales	jet blue airlines
swarnes	1162	1162	2f29b6e3abc6ebdefb55456ea6ca5dc8	1168	2015-08-17	QueryPair2K081415	Excellent		0	guided tour italy	1168	italy escorted tour	guided tour italy
swarnes	1162	1162	3e6260b81898beacda3d16db379ed329	2232	2015-08-17	QueryPair2K081415	Good		1	guided tour italy	2232	globus italy	guided tour italy
swarnes	1208	1208	57aeee35c98205091e18d1140e9f38cf	229	2015-08-17	QueryPair2K081415	Good		0	australia tours 2015	229	australia tours	australia tours 2015
swarnes	122	122	26e359e83860db1d11b6acca57d8ea88	298	2015-08-17	QueryPair2K081415	Excellent		0	cheap air hotel packages las vegas	298	cheap las vegas packages air hotel	cheap air hotel packages las vegas
swarnes	123	123	a48564053b3c7b54800246348c7fa4a0	2039	2015-08-17	QueryPair2K081415	Good		0	car rental providence ri	2039	rental car providence ri airport	car rental providence ri
swarnes	1233	1233	16c222aa19898e5058938167c8ab6c57	541	2015-08-17	QueryPair2K081415	Excellent		0	steigenberger hotel	541	steigenberger city hotel	steigenberger hotel
swarnes	125	125	77369e37b2aa1404f416275183ab055f	1907	2015-08-17	QueryPair2K081415	Good		0	cheap car rental richmond va	1907	cheap car rentals virginia	cheap car rental richmond va
swarnes	1256	1256	e4dd5528f7596dcdf871aa55cfccc53c	1959	2015-08-17	QueryPair2K081415	Excellent		0	cheap flights detroit mi	1959	cheap flights to detroit	cheap flights detroit mi
swarnes	1273	1273	4e0d67e54ad6626e957d15b08ae128a6	1382	2015-08-17	QueryPair2K081415	Good		0	travel packages italy	1382	rome travel packages	travel packages italy
swarnes	1280	1280	635440afdfc39fe37995fed127d7df4f	2252	2015-08-17	QueryPair2K081415	Excellent		0	international flights cheap	2252	cheap flight international	international flights cheap
swarnes	1299	1299	0efe32849d230d7f53049ddc4a4b0c60	885	2015-08-17	QueryPair2K081415	Excellent		0	holiday inn paris	885	paris holidayinn	holiday inn paris
swarnes	134	134	7a53928fa4dd31e82c6ef826f341daec	800	2015-08-17	QueryPair2K081415	Good		0	hotels forney texas	800	hotels near forney	hotels forney texas
swarnes	1346	1346	a1d0c6e83f027327d8461063f4ac58a6	42	2015-08-17	QueryPair2K081415	Fair		0	penguin hotel miami	42	carlton hotel miami	penguin hotel miami
swarnes	1359	1359	0d0fd7c6e093f7b804fa0150b875b868	408	2015-08-17	QueryPair2K081415	Excellent		0	hawaii air tickets	408	hawaii plane ticket	hawaii air tickets
swarnes	1361	1361	1b36ea1c9b7a1c3ad668b8bb5df7963f	1984	2015-08-18	QueryPair2K081415	Good		0	sunny isles beach hotels	1984	sunny isles beach local hotels	sunny isles beach hotels
swarnes	1362	1362	21be9a4bd4f81549a9d1d241981cec3c	1771	2015-08-17	QueryPair2K081415	Excellent		0	best disney world packages	1771	disney world vacation packages	best disney world packages
swarnes	1375	1375	e2230b853516e7b05d79744fbd4c9c13	509	2015-08-18	QueryPair2K081415	Fair		0	panama city hotels motels	509	panama hotel motels	panama city hotels motels
swarnes	1387	1387	9ad6aaed513b73148b7d49f70afcfb32	583	2015-08-17	QueryPair2K081415	Fair		0	waikiki vacation packages	583	waikiki package	waikiki vacation packages
swarnes	1389	1389	d516b13671a4179d9b7b458a6ebdeb92	879	2015-08-17	QueryPair2K081415	Fair		0	one day cruise nowhere	879	1 day cruises to bahamas	one day cruise nowhere
swarnes	1401	1401	93fb9d4b16aa750c7475b6d601c35c2c	1317	2015-08-17	QueryPair2K081415	Excellent		0	crowne plaza new york city	1317	crown plaza hotel new york	crowne plaza new york city
swarnes	1410	1410	ab2b41c63853f0a651ba9fbf502b0cd8	1734	2015-08-17	QueryPair2K081415	Excellent		0	2015 alaska cruise	1734	cruise alaska 2015	2015 alaska cruise
swarnes	1450	1450	934815ad542a4a7c5e8a2dfa04fea9f5	994	2015-08-17	QueryPair2K081415	Excellent		0	prince wales hotel	994	prince wales hotel alberta	prince wales hotel
swarnes	1454	1454	291597a100aadd814d197af4f4bab3a7	642	2015-08-17	QueryPair2K081415	Excellent		0	bristol airport hotels	642	bristol intl airport hotels	bristol airport hotels
swarnes	1471	1471	2823f4797102ce1a1aec05359cc16dd9	756	2015-08-17	QueryPair2K081415	Excellent		0	hotels near san francisco giants stadium	756	san francisco giants stadium hotel	hotels near san francisco giants stadium
swarnes	1473	1473	7b5b23f4aadf9513306bcd59afb6e4c9	1409	2015-08-17	QueryPair2K081415	Good		0	disney family vacation	1409	disney world family vacations	disney family vacation
swarnes	1507	1507	fb508ef074ee78a0e58c68be06d8a2eb	1360	2015-08-17	QueryPair2K081415	Good		0	abbey inn cedar city utah	1360	abbey inn cedar city hotel	abbey inn cedar city utah
swarnes	1511	1511	34173cb38f07f89ddbebc2ac9128303f	30	2015-08-17	QueryPair2K081415	Excellent		0	top 10 beaches world	30	top ten beaches in the world	top 10 beaches world
swarnes	1515	1515	ea5d2f1c4608232e07d3aa3d998e5135	64	2015-08-17	QueryPair2K081415	Good		0	cruise ship san diego	64	cruise lines san diego	cruise ship san diego
swarnes	1516	1516	3871bd64012152bfb53fdf04b401193f	622	2015-08-17	QueryPair2K081415	Fair		0	times hotel new york	622	new york times square hotels	times hotel new york
swarnes	1517	1517	b3b43aeeacb258365cc69cdaf42a68af	1741	2015-08-18	QueryPair2K081415	Good		0	map saudi arabia	1741	saudi arabia weather	map saudi arabia
swarnes	1524	1524	39059724f73a9969845dfe4146c5660e	270	2015-08-17	QueryPair2K081415	Bad	q2 is too generic	0	aquamarine villas oceanside ca	270	aquamarine hotel	aquamarine villas oceanside ca
swarnes	1543	1543	81dc9bdb52d04dc20036dbd8313ed055	1234	2015-08-17	QueryPair2K081415	Excellent		0	hotels frankfurt	1234	frankfurt hotel	hotels frankfurt
swarnes	155	155	66368270ffd51418ec58bd793f2d9b1b	431	2015-08-17	QueryPair2K081415	Excellent		0	hilton istanbul	431	hilton istanbul hotel	hilton istanbul
swarnes	1578	1578	3c59dc048e8850243be8079a5c74d079	21	2015-08-18	QueryPair2K081415	Good		0	comfort suites jacksonville fl	21	comfort suites jacksonville discounts	comfort suites jacksonville fl
swarnes	1580	1580	e49b8b4053df9505e1f48c3a701c0682	748	2015-08-17	QueryPair2K081415	Excellent		0	hotel montmartre	748	hotels montmartre	hotel montmartre
swarnes	1591	1591	c559da2ba967eb820766939a658022c8	1601	2015-08-18	QueryPair2K081415	Excellent		0	hotels 42nd street new york	1601	hotels on 42nd street new york	hotels 42nd street new york
swarnes	1602	1602	dc6a70712a252123c40d2adba6a11d84	676	2015-08-17	QueryPair2K081415	Excellent		0	trip orlando florida	676	travel orlando florida	trip orlando florida
swarnes	1606	1606	fb7b9ffa5462084c5f4e7e85a093e6d7	357	2015-08-18	QueryPair2K081415	Excellent		0	plane tickets paris france	357	tickets paris france	plane tickets paris france
swarnes	1632	1632	25e2a30f44898b9f3e978b1786dcd85c	1729	2015-08-17	QueryPair2K081415	Excellent		0	julian hotels california	1729	lodging julian california	julian hotels california
swarnes	167	167	29921001f2f04bd3baee84a12e98098f	1558	2015-08-17	QueryPair2K081415	Excellent		0	orlando florida airport car rental	1558	orlando airport fl rental car	orlando florida airport car rental
swarnes	169	169	fc4ddc15f9f4b4b06ef7844d6bb53abf	1902	2015-08-17	QueryPair2K081415	Bad	irrelevant	0	hotels burbank california	1902	tangerine burbank california	hotels burbank california
swarnes	1699	1699	dc912a253d1e9ba40e2c597ed2376640	385	2015-08-18	QueryPair2K081415	Good		0	hotel rock hill south carolina	385	hotel near rock hill sc	hotel rock hill south carolina
swarnes	170	170	aa2a77371374094fe9e0bc1de3f94ed9	1829	2015-08-17	QueryPair2K081415	Good		0	las vegas movie theaters	1829	las vegas movie theater locations	las vegas movie theaters
swarnes	1705	1705	fe8c15fed5f808006ce95eddb7366e35	849	2015-08-17	QueryPair2K081415	Excellent		0	hampton inn perry florida	849	perry fl hampton inn	hampton inn perry florida
swarnes	1710	1710	7302e3f5e7c072aea8801faf8a492be0	1887	2015-08-17	QueryPair2K081415	Bad	not q1 intent	0	venice beach hotels florida	1887	motels venice florida	venice beach hotels florida
swarnes	1712	1712	3def184ad8f4755ff269862ea77393dd	125	2015-08-17	QueryPair2K081415	Fair		0	blue man group orlando	125	blueman	blue man group orlando
swarnes	1712	1712	68b1fbe7f16e4ae3024973f12f3cb313	1093	2015-08-17	QueryPair2K081415	Good		1	blue man group orlando	1093	blue man group ticket orlando	blue man group orlando
swarnes	1731	1731	b9228e0962a78b84f3d5d92f4faa000b	412	2015-08-17	QueryPair2K081415	Good		0	car rental europe cheap	412	car rental cyprus cheap	car rental europe cheap
swarnes	1742	1742	352407221afb776e3143e8a1a0577885	877	2015-08-17	QueryPair2K081415	Good		0	france vacation packages	877	france vacations	france vacation packages
swarnes	1743	1743	c88d8d0a6097754525e02c2246d8d27f	1549	2015-08-17	QueryPair2K081415	Excellent		0	hotels downtown calgary	1549	calgary canada hotels	hotels downtown calgary
swarnes	175	175	b0f2ad44d26e1a6f244201fe0fd864d1	1668	2015-08-17	QueryPair2K081415	Excellent		0	hotels park avenue new york	1668	park avenue hotels nyc	hotels park avenue new york
swarnes	1765	1765	7634ea65a4e6d9041cfd3f7de18e334a	914	2015-08-17	QueryPair2K081415	Excellent		0	best deals hotels new york city	914	best hotel deals new york city	best deals hotels new york city
swarnes	1783	1783	69421f032498c97020180038fddb8e24	525	2015-08-17	QueryPair2K081415	Good		0	park city utah ski resort	525	ut ski resort	park city utah ski resort
swarnes	1813	1813	31839b036f63806cba3f47b93af8ccb5	817	2015-08-17	QueryPair2K081415	Good		0	las vegas sites attractions	817	las vegas travel guide	las vegas sites attractions
swarnes	1825	1825	996a7fa078cc36c46d02f9af3bef918b	608	2015-08-17	QueryPair2K081415	Fair		0	albury court hotel	608	albury court hotel ulasan	albury court hotel
swarnes	1832	1832	df7f28ac89ca37bf1abd2f6c184fe1cf	791	2015-08-20	QueryPair2K081415	Good		0	hotels beach los angeles	791	hotel best los angeles	hotels beach los angeles
swarnes	1833	1833	c3e878e27f52e2a57ace4d9a76fd9acf	362	2015-08-17	QueryPair2K081415	Bad	irrelevant	0	bed breakfast texas	362	worth bed breakfast	bed breakfast texas
swarnes	1837	1837	bb7946e7d85c81a9e69fee1cea4a087c	1324	2015-08-17	QueryPair2K081415	Good		0	caribbean cruises 2014	1324	caribbean cruises 14	caribbean cruises 2014
swarnes	1847	1847	63dc7ed1010d3c3b8269faf0ba7491d4	217	2015-08-17	QueryPair2K081415	Fair		0	kabuki san francisco	217	san francisco miyako	kabuki san francisco
swarnes	1851	1851	bdb106a0560c4e46ccc488ef010af787	1034	2015-08-17	QueryPair2K081415	Good		0	vegas airline tickets	1034	vegas cheap flights	vegas airline tickets
swarnes	1862	1862	8a0e1141fd37fa5b98d5bb769ba1a7cc	697	2015-08-18	QueryPair2K081415	Excellent		0	hotels near inner harbor baltimore md	697	baltimore inner harbor md hotel	hotels near inner harbor baltimore md
swarnes	1864	1864	9fd81843ad7f202f26c1a174c7357585	297	2015-08-17	QueryPair2K081415	Excellent		0	aspen hotel	297	hotel aspen colorado	aspen hotel
swarnes	1870	1870	819c9fbfb075d62a16393b9fe4fcbaa5	1543	2015-08-17	QueryPair2K081415	Excellent		0	tampa airport hotels	1543	hotels near tampa airport	tampa airport hotels
swarnes	1884	1884	5227b6aaf294f5f027273aebf16015f2	2127	2015-08-17	QueryPair2K081415	Good		0	attractions charleston sc	2127	tourist attractions charleston sc	attractions charleston sc
